,Geo,Time_period,Passengers_count,Norm_2019
1267,LV,2018-Q1,3907000.0,74.33409436834094
1268,LV,2018-Q2,4808000.0,91.47640791476408
1269,LV,2018-Q3,5178000.0,98.51598173515981
1270,LV,2018-Q4,4348000.0,82.72450532724505
1271,LV,2019-Q1,4075000.0,77.53044140030441
1272,LV,2019-Q2,4871000.0,92.67503805175038
1273,LV,2019-Q3,5256000.0,100.0
1274,LV,2019-Q4,4421000.0,84.11339421613394
1275,LV,2020-Q1,3755000.0,71.44216133942162
1276,LV,2020-Q2,2343000.0,44.577625570776256
1277,LV,2020-Q3,4117000.0,78.32952815829528
1278,LV,2020-Q4,2648000.0,50.38051750380517
1279,LV,2021-Q1,1924000.0,36.60578386605784
1280,LV,2021-Q2,2716000.0,51.67427701674277
1281,LV,2021-Q3,3625000.0,68.96879756468797
1282,LV,2021-Q4,2779000.0,52.872907153729074
1283,LV,2022-Q1,2827000.0,53.78614916286149
1284,LV,2022-Q2,4051000.0,77.07382039573821
1285,LV,2022-Q3,4835000.0,91.99010654490107
1286,LV,2022-Q4,3982000.0,75.76103500761035
1287,LV,2023-Q1,3706000.0,70.50989345509893
1288,LV,2023-Q2,4514000.0,85.882800608828
1333,ME,2018-Q1,190000.0,58.103975535168196
1334,ME,2018-Q2,258000.0,78.89908256880734
1335,ME,2018-Q3,328000.0,100.30581039755351
1336,ME,2018-Q4,215000.0,65.74923547400611
1337,ME,2019-Q1,192000.0,58.71559633027523
1338,ME,2019-Q2,256000.0,78.2874617737003
1339,ME,2019-Q3,327000.0,100.0
1340,ME,2019-Q4,211000.0,64.52599388379205
1341,ME,2020-Q1,154000.0,47.09480122324159
1342,ME,2020-Q2,57000.0,17.431192660550458
1343,ME,2020-Q3,164000.0,50.15290519877676
1344,ME,2020-Q4,98000.0,29.96941896024465
1345,ME,2021-Q1,68000.0,20.795107033639145
1346,ME,2021-Q2,135000.0,41.28440366972477
1347,ME,2021-Q3,226000.0,69.1131498470948
1348,ME,2021-Q4,126000.0,38.53211009174312
1349,ME,2022-Q1,126000.0,38.53211009174312
1350,ME,2022-Q2,214000.0,65.4434250764526
1351,ME,2022-Q3,270000.0,82.56880733944953
1352,ME,2022-Q4,164000.0,50.15290519877676
1353,ME,2023-Q1,147000.0,44.95412844036697
1390,MK,2018-Q1,132000.0,89.1891891891892
1391,MK,2018-Q2,148000.0,100.0
1392,MK,2018-Q3,124000.0,83.78378378378379
1393,MK,2018-Q4,136000.0,91.89189189189189
1394,MK,2019-Q1,130000.0,87.83783783783784
1395,MK,2019-Q2,147000.0,99.32432432432432
1396,MK,2019-Q3,124000.0,83.78378378378379
1397,MK,2019-Q4,148000.0,100.0
1398,MK,2020-Q1,93000.0,62.83783783783784
1399,MK,2020-Q2,28000.0,18.91891891891892
1400,MK,2020-Q3,68000.0,45.945945945945944
1401,MK,2020-Q4,64000.0,43.24324324324324
1402,MK,2021-Q1,59000.0,39.86486486486486
1403,MK,2021-Q2,64000.0,43.24324324324324
1404,MK,2021-Q3,66000.0,44.5945945945946
1405,MK,2021-Q4,64000.0,43.24324324324324
1406,MK,2022-Q1,61000.0,41.21621621621622
1407,MK,2022-Q2,105000.0,70.94594594594595
1408,MK,2022-Q3,108000.0,72.97297297297297
1409,MK,2022-Q4,131000.0,88.51351351351352
1410,MK,2023-Q1,102000.0,68.91891891891892
1467,NL,2018-Q1,97401000.0,95.42568825315959
1468,NL,2018-Q2,97667000.0,95.68629371999609
1469,NL,2018-Q3,92440000.0,90.56529832467915
1470,NL,2018-Q4,102268000.0,100.19398452042716
1471,NL,2019-Q1,97203000.0,95.23170373273244
1472,NL,2019-Q2,97469000.0,95.49230919956892
1473,NL,2019-Q3,92242000.0,90.37131380425198
1474,NL,2019-Q4,102070000.0,100.0
1475,NL,2020-Q1,79355000.0,77.74566473988439
1476,NL,2020-Q2,20772000.0,20.350739688449103
1477,NL,2020-Q3,41324000.0,40.48594102086803
1478,NL,2020-Q4,40090000.0,39.27696678749878
1479,NL,2021-Q1,30973000.0,30.34486136964828
1480,NL,2021-Q2,45034000.0,44.1207014793769
1481,NL,2021-Q3,59752000.0,58.54021749779563
1482,NL,2021-Q4,71406000.0,69.9578720485941
1483,NL,2022-Q1,63730000.0,62.43754286274125
1484,NL,2022-Q2,85692000.0,83.95414911335358
1485,NL,2022-Q3,76232000.0,74.68599980405604
1486,NL,2022-Q4,93289000.0,91.39708043499559
1487,NL,2023-Q1,87245000.0,85.47565396296659
1544,NO,2018-Q1,19226000.0,89.04223786587625
1545,NO,2018-Q2,20388000.0,94.42386068914412
1546,NO,2018-Q3,18305000.0,84.77676917376806
1547,NO,2018-Q4,20834000.0,96.48944053353094
1548,NO,2019-Q1,20887000.0,96.73490181548722
1549,NO,2019-Q2,20586000.0,95.34086698777325
1550,NO,2019-Q3,18235000.0,84.45257502778807
1551,NO,2019-Q4,21592000.0,100.0
1552,NO,2020-Q1,17425000.0,80.7011856243053
1553,NO,2020-Q2,6989000.0,32.36846980363097
1554,NO,2020-Q3,9425000.0,43.650426083734715
1555,NO,2020-Q4,8655000.0,40.084290477954795
1556,NO,2021-Q1,6925000.0,32.07206372730641
1557,NO,2021-Q2,8796000.0,40.73731011485735
1558,NO,2021-Q3,10886000.0,50.416821044831416
1559,NO,2021-Q4,14795000.0,68.52074842534272
1560,NO,2022-Q1,13686000.0,63.38458688403112
1561,NO,2022-Q2,17323000.0,80.22878844016303
1562,NO,2022-Q3,16834000.0,77.96406076324564
1563,NO,2022-Q4,19069000.0,88.31511670989255
1564,NO,2023-Q1,19323000.0,89.49147832530566
1621,PL,2018-Q1,72009000.0,82.02695159875609
1622,PL,2018-Q2,77299000.0,88.0529007711848
1623,PL,2018-Q3,77792000.0,88.614487338672
1624,PL,2018-Q4,80482000.0,91.67872236208095
1625,PL,2019-Q1,79251000.0,90.27646462460274
1626,PL,2019-Q2,81605000.0,92.95795505029218
1627,PL,2019-Q3,84315000.0,96.04497249023204
1628,PL,2019-Q4,87787000.0,100.0
1629,PL,2020-Q1,71357000.0,81.28424481984804
1630,PL,2020-Q2,29562000.0,33.674689874354975
1631,PL,2020-Q3,58774000.0,66.95068745941882
1632,PL,2020-Q4,42995000.0,48.97649993734836
1633,PL,2021-Q1,41890000.0,47.71777142401495
1634,PL,2021-Q2,52480000.0,59.78106097713785
1635,PL,2021-Q3,71282000.0,81.19881075785709
1636,PL,2021-Q4,72622000.0,82.72523266542882
1637,PL,2022-Q1,69089000.0,78.70071878524155
1638,PL,2022-Q2,84602000.0,96.37190016745076
1639,PL,2022-Q3,88394000.0,100.69144634171347
1640,PL,2022-Q4,90517000.0,103.10979985647077
1641,PL,2023-Q1,85310000.0,97.17839771264538
1698,PT,2018-Q1,35282000.0,71.98204631235336
1699,PT,2018-Q2,37537000.0,76.58267877180455
1700,PT,2018-Q3,36765000.0,75.0076507191676
1701,PT,2018-Q4,37890000.0,77.30286646944813
1702,PT,2019-Q1,37148000.0,75.789044170152
1703,PT,2019-Q2,43038000.0,87.80577374273182
1704,PT,2019-Q3,46132000.0,94.11812710394777
1705,PT,2019-Q4,49015000.0,100.0
1706,PT,2020-Q1,39523000.0,80.63449964296643
1707,PT,2020-Q2,12683000.0,25.87575232071815
1708,PT,2020-Q3,27556000.0,56.21952463531572
1709,PT,2020-Q4,28277000.0,57.690502907273284
1710,PT,2021-Q1,18872000.0,38.50249923492808
1711,PT,2021-Q2,28159000.0,57.44976027746608
1712,PT,2021-Q3,32839000.0,66.99785779863308
1713,PT,2021-Q4,39770000.0,81.13842701213915
1714,PT,2022-Q1,37559000.0,76.62756299092115
1715,PT,2022-Q2,43435000.0,88.61572987860859
1716,PT,2022-Q3,44634000.0,91.06191982046312
1717,PT,2022-Q4,45926000.0,93.69784759767418
1718,PT,2023-Q1,44311000.0,90.40293787616037
1775,RO,2018-Q1,15324000.0,88.25155494125778
1776,RO,2018-Q2,16365000.0,94.24671734623358
1777,RO,2018-Q3,16372000.0,94.28703063810183
1778,RO,2018-Q4,16654000.0,95.91108039622208
1779,RO,2019-Q1,16487000.0,94.94932043307993
1780,RO,2019-Q2,17010000.0,97.9612992398065
1781,RO,2019-Q3,17364000.0,100.0
1782,RO,2019-Q4,17049000.0,98.18590186592951
1783,RO,2020-Q1,14898000.0,85.79820317899102
1784,RO,2020-Q2,9067000.0,52.21723105275282
